ID,Einreisejahr,receives_support_from_job_center,job_qualification_ger,Average_Time_Spent_Minutes,Nationalit_t,completed_job_training,Deutscher_Ehepartner,Kinder,Rente,availability,sales,phone_problems_with_immigration_authorities,net_income_second_check,Arbeitsvertrag,right_of_residence,valid_national_passport_(country_of_origin),acquired_right_of_residence,already_applying_for_naturalization,phone_language_certificate.1,Email_Opt_Out,phone_temporary_right_of_residence_since,receives_support_from_job_center_check,residence_permit,Integrationsnachweis,application_permanent_right_of_residence,Was_wollen_Sie,Wie_ist_ihr_aktueller_Familienstand,Days_Visited,graduation,requirements_fulfilled_for,Vorstrafe,Integrationstest,Highest_Test_Attempted,Highest_Attempt_Outcome
40790,2013,2,2,0.0,61,1,1,4,2,1,0,6,4,4,1,0,2017,3,2,0,2021,2,0,5,0,0,4,0,5,2,3,1,0,3
40791,2014,0,1,4.89,105,1,1,2,7,1,0,6,7,0,7,0,2017,3,3,0,2021,2,7,4,5,1,4,2,7,2,2,2,0,0
40792,2015,2,0,6.57,0,0,2,0,4,0,0,6,1,4,7,0,2017,2,2,0,2023,2,6,1,5,1,1,1,0,2,3,1,0,7
40793,2013,0,0,0.0,134,1,2,0,6,0,0,6,1,0,1,0,2013,3,4,0,2021,2,7,4,3,1,1,0,7,4,2,1,0,9
40794,2016,0,0,0.0,134,1,2,0,4,0,0,6,3,0,1,1,2023,3,2,0,2021,2,7,4,3,1,1,0,4,2,2,2,0,9
40795,2018,0,2,0.0,134,1,2,0,0,0,0,6,1,0,1,0,2018,3,4,0,2021,2,7,4,3,1,1,0,0,2,2,0,0,9
40796,2015,0,2,0.0,134,1,0,1,7,0,0,6,2,0,7,0,2017,3,6,0,2021,2,7,4,5,1,5,0,5,2,2,1,0,7
40797,2021,2,1,0.0,134,1,2,0,3,0,0,6,7,4,1,0,2021,3,2,0,2021,2,2,5,3,6,1,0,7,4,3,2,0,2
40798,2014,0,2,5.84,134,1,1,0,7,0,0,6,2,0,7,0,2017,1,2,0,2021,2,7,4,5,1,4,2,5,2,2,1,0,9
40799,2013,0,2,0.0,134,1,1,2,7,0,0,6,2,0,7,0,2017,2,2,0,2021,2,7,4,5,6,4,0,5,2,2,1,0,9
40800,2021,0,1,0.0,134,1,1,0,3,0,0,6,3,0,1,0,2021,3,2,0,2021,2,7,4,3,6,4,0,7,4,2,1,0,9
40801,2015,2,2,2.44,18,1,2,1,7,1,0,6,2,4,5,2,2017,5,7,0,2021,3,3,6,5,3,2,1,6,1,3,3,0,2
40802,2017,2,0,0.0,47,0,1,0,3,1,0,6,2,1,1,0,2017,3,2,0,2021,2,0,5,3,1,4,0,4,3,3,1,0,0
40803,2016,0,2,23.11,0,1,1,2,2,1,0,6,1,0,1,1,2022,3,1,0,2021,2,7,4,3,6,4,2,5,3,2,0,0,5
40804,2017,0,0,0.0,134,1,0,4,0,0,0,6,3,0,1,0,2017,3,3,0,2021,2,7,4,3,6,4,0,4,3,2,1,0,9
40805,2020,0,2,0.0,134,1,1,0,4,0,0,6,7,0,1,0,2020,2,0,0,2021,2,7,4,2,6,4,0,3,4,2,2,0,9
40806,2017,2,2,3.26,16,2,1,2,7,1,1,6,2,4,7,0,2017,3,2,0,2021,2,6,5,5,1,0,2,5,2,3,1,0,9
40807,2015,0,1,26.95,119,1,1,5,0,1,1,6,2,0,7,1,2017,3,4,0,2021,2,6,5,5,1,4,5,7,2,3,1,0,7
40808,2014,0,2,2.23,128,2,1,0,6,1,0,6,1,4,1,0,2014,3,4,0,2021,2,5,5,3,1,4,2,3,3,3,1,0,9
40809,2013,0,2,0.0,134,1,2,5,6,0,0,6,2,0,1,0,2016,3,2,0,2021,2,7,4,3,0,1,0,5,3,2,1,0,8
40810,2016,0,2,0.0,134,1,2,0,3,0,0,6,2,0,1,1,2018,3,2,0,2021,2,7,4,3,6,1,0,5,2,2,1,0,7
40811,2015,2,2,4.67,47,3,1,1,6,1,0,6,3,4,1,0,2023,3,2,0,2021,2,0,6,3,0,4,3,0,2,3,1,0,5
40812,2015,2,2,0.0,90,1,0,0,7,1,0,6,1,4,1,0,2019,3,2,0,2019,2,10,5,3,6,0,0,5,3,3,1,0,9
40813,2015,2,2,0.0,46,1,1,4,3,0,0,6,5,4,1,0,2020,3,2,0,2023,2,0,5,3,6,4,0,5,2,3,1,0,5
40814,2017,2,2,0.0,66,3,0,3,0,1,0,6,2,2,1,0,2017,3,2,0,2021,2,10,5,3,1,4,0,5,3,3,1,0,9
40815,2018,2,0,0.0,54,1,2,0,6,0,0,7,2,1,1,0,2018,3,4,0,2021,2,1,2,3,1,1,0,7,4,3,1,0,2
40816,2017,0,0,0.0,134,1,2,0,4,0,0,6,5,0,7,0,2017,2,3,0,2021,2,7,4,5,1,1,0,7,2,2,2,0,9
40817,2015,0,1,0.0,134,1,2,0,7,0,0,6,2,0,7,0,2017,3,3,0,2021,2,7,4,5,6,1,0,7,2,2,1,0,9
40818,2020,0,2,0.0,134,1,0,2,4,0,0,6,3,0,1,0,2020,3,6,0,2021,2,7,4,3,0,4,0,5,3,2,1,0,9
40819,2015,0,1,0.0,134,1,1,1,3,0,0,6,4,0,7,0,2011,3,2,0,2021,2,7,4,5,1,4,0,7,2,2,2,0,9
40820,2018,0,2,0.0,134,1,2,0,6,0,0,6,2,0,1,0,2018,3,4,0,2021,0,7,4,3,0,1,0,5,4,2,2,0,9
40821,2015,0,2,5.13,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,6,4,5,3,2,2,6,1,2,3,0,9
40822,2015,2,2,1.05,2,3,2,1,7,0,0,6,2,4,5,2,2017,5,7,0,2021,3,10,6,5,3,2,2,6,1,3,3,0,0
40823,2015,2,2,0.0,16,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,6,1,5,3,2,0,6,1,3,3,0,2
40824,2015,0,2,0.0,134,1,0,3,7,0,0,6,3,0,7,0,2017,3,3,0,2021,2,7,4,5,1,4,0,0,2,2,1,0,9
40825,2015,2,2,9.34,3,3,0,1,7,1,0,6,2,4,7,0,2017,3,6,0,2021,2,6,6,5,1,0,3,0,2,3,0,0,7
40826,2015,0,1,0.0,134,1,1,2,2,0,0,6,1,0,1,0,2022,3,3,0,2021,2,7,4,3,0,4,0,7,2,2,0,0,9
40827,2016,2,1,5.77,74,2,2,0,7,1,1,6,5,1,7,0,2017,3,4,0,2021,2,6,6,5,6,1,2,7,2,6,2,0,2
40828,2015,0,2,2.25,128,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,5,5,3,2,1,6,1,3,3,0,2
40829,2015,2,1,0.0,34,1,2,0,7,1,0,6,2,1,1,0,2015,3,2,0,2021,2,1,5,3,6,1,0,7,4,3,1,0,9
40830,2015,0,0,0.0,134,1,2,1,3,1,0,6,2,0,1,0,2020,3,4,0,2021,2,7,4,3,1,1,0,4,3,2,2,0,8
40831,2016,2,2,7.55,111,3,2,0,2,0,1,6,2,4,7,1,2017,3,2,0,2021,2,6,1,5,1,1,1,0,2,3,2,0,2
40832,2015,2,0,8.03,36,0,0,1,7,1,0,6,1,4,7,0,2017,3,6,0,2021,2,6,6,5,1,4,4,4,2,3,0,0,7
40833,2015,0,1,0.0,134,1,1,2,2,0,0,6,1,0,1,0,2020,3,3,0,2021,2,7,4,3,0,4,0,7,3,2,0,0,9
40834,2018,2,2,0.0,46,1,0,1,4,0,0,6,1,4,1,0,2018,3,2,0,2017,2,10,5,3,1,4,0,5,3,3,0,0,2
40835,2019,2,0,0.0,59,2,0,2,4,1,0,7,5,4,1,0,2021,3,6,0,2020,2,10,6,3,6,4,0,7,3,3,2,0,7
40836,2015,2,2,6.4,101,2,0,2,7,0,0,6,1,4,7,0,2017,3,5,0,2021,2,6,2,5,1,4,2,0,2,3,0,0,0
40837,2018,0,1,0.0,134,1,0,0,0,0,0,6,4,0,1,0,2023,3,2,0,2021,2,7,4,3,1,4,0,4,2,2,1,0,7
40838,2015,0,0,0.0,134,1,2,2,7,0,0,6,5,0,7,0,2017,2,6,0,2021,2,7,4,5,1,1,0,7,2,2,1,0,9
40839,2015,2,2,1.31,16,1,2,1,7,0,1,6,2,0,5,2,2017,5,7,0,2021,3,6,1,5,3,2,2,6,1,3,3,0,9
40840,2013,0,2,0.0,134,1,2,3,2,1,0,6,2,0,1,1,2014,3,2,0,2021,2,7,4,3,1,1,0,5,3,2,2,0,9
40841,2016,2,2,0.0,0,3,0,1,7,1,0,6,3,4,1,1,2022,3,6,0,2022,2,0,6,3,6,4,0,5,2,3,2,0,7
40842,2017,0,0,0.0,128,2,2,0,2,1,0,6,5,4,1,0,2022,3,4,1,2021,2,2,5,3,1,1,1,7,3,3,0,0,0
40843,2014,2,0,6.44,0,0,2,0,6,0,0,6,2,4,1,0,2019,3,2,0,2021,2,0,1,3,1,1,7,4,3,6,0,0,0
40844,2019,0,1,0.0,134,1,2,0,4,0,0,6,7,0,1,0,2019,3,3,1,2021,2,7,4,3,1,1,0,7,4,2,1,0,7
40845,2015,0,2,0.0,134,1,2,0,7,0,0,6,4,0,1,0,2015,3,2,0,2021,2,7,4,3,1,1,0,5,4,2,1,0,9
40846,2015,0,2,7.85,134,1,2,0,6,1,0,6,2,0,1,0,2016,3,2,0,2021,2,7,4,1,1,1,4,5,3,2,1,0,7
40847,2018,2,2,5.12,134,1,1,5,6,0,1,6,3,4,7,0,2017,3,3,0,2021,2,6,5,5,1,4,5,5,2,2,1,0,7
40848,2015,2,2,0.0,0,0,1,2,4,1,0,6,3,4,4,0,2017,3,2,0,2022,2,0,5,3,6,4,0,3,2,3,1,0,8
40849,2014,2,2,0.0,30,1,2,3,0,1,0,6,2,1,1,1,2017,3,2,0,2017,2,10,5,3,0,1,0,5,3,3,1,0,9
40850,2015,0,2,0.0,134,1,2,0,7,0,0,6,4,0,1,0,2015,3,2,0,2021,2,7,4,2,1,1,0,5,4,2,1,0,9
40851,2015,2,2,0.0,46,1,2,0,7,0,0,6,1,1,1,1,2015,2,3,0,2021,0,0,1,2,0,1,0,0,3,2,0,0,0
40852,2015,0,1,0.0,134,1,0,2,2,0,0,6,4,0,7,0,2017,3,1,0,2021,2,7,4,5,1,4,0,7,2,2,1,0,9
40853,2015,2,2,0.0,30,1,2,2,6,1,0,6,2,1,7,1,2017,0,1,0,2021,2,6,6,5,1,1,0,5,2,3,2,0,0
40854,2013,0,2,0.0,134,1,1,2,7,0,0,6,3,0,1,0,2017,3,6,0,2021,2,7,4,3,6,4,0,3,3,2,2,0,9
40855,2014,0,2,0.0,134,1,2,10,6,0,0,6,1,0,1,0,2018,3,3,0,2021,2,7,4,3,1,1,0,3,3,2,1,0,9
40856,2019,2,1,7.98,128,1,1,0,6,1,1,6,4,4,1,0,2020,3,3,0,2021,2,4,4,3,0,4,4,7,4,3,2,0,7
40857,2018,0,2,0.0,134,1,0,2,6,0,0,6,1,0,7,0,2017,3,2,0,2021,2,7,4,5,1,4,0,5,2,2,1,0,9
40858,2020,0,1,3.02,66,1,2,0,0,0,0,6,4,4,1,0,2022,3,3,0,2023,2,2,6,3,1,1,1,7,4,3,1,0,0
40859,2015,0,0,0.0,134,1,0,1,4,0,0,6,5,0,1,0,2021,3,4,0,2021,2,7,4,3,1,4,0,7,3,2,1,0,9
40860,2016,0,0,0.0,134,1,0,0,2,0,0,6,1,0,1,0,2023,3,4,0,2021,2,7,4,3,1,4,0,7,2,2,2,0,9
40861,2015,0,0,0.0,134,1,2,0,7,0,0,6,3,0,1,0,2023,3,3,0,2021,2,7,4,1,1,1,0,4,2,2,2,0,9
40862,2015,0,0,0.0,115,2,2,0,2,1,0,6,1,4,7,1,2017,3,4,0,2019,2,6,5,5,1,1,0,7,2,3,1,0,7
40863,2019,2,1,16.91,22,3,0,0,0,1,1,6,2,4,1,0,2020,3,2,0,2020,2,5,5,3,1,4,12,7,2,3,1,0,0
40864,2016,0,0,0.0,134,1,2,0,6,0,0,6,2,0,1,0,2020,3,2,1,2021,2,7,4,3,1,1,0,4,3,2,0,0,9
40865,2014,2,2,0.0,100,1,2,0,7,1,1,7,7,4,7,0,2017,2,2,0,2021,2,6,5,5,1,1,0,3,2,3,1,0,5
40866,2014,0,2,0.0,134,1,1,0,7,0,0,6,1,0,1,0,2014,3,4,1,2021,2,7,4,3,1,4,0,3,4,2,2,0,9
40867,2019,0,1,0.0,134,1,1,1,6,0,0,6,4,0,1,0,2019,3,3,0,2021,2,7,4,3,0,4,0,7,4,2,1,0,9
40868,2016,0,2,0.0,47,0,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2022,3,0,5,5,3,2,0,6,1,3,3,0,3
40869,2015,2,2,5.72,115,1,2,0,7,1,0,2,2,0,7,0,2017,3,2,0,2021,2,6,3,5,1,1,3,5,2,3,1,0,7
40870,2019,2,0,1.22,119,0,2,0,3,1,0,6,3,1,1,0,2019,3,6,0,2023,2,4,0,3,0,1,1,4,4,3,2,0,0
40871,2015,2,0,2.81,101,2,2,0,7,1,1,6,7,4,1,0,2018,3,4,0,2018,2,2,5,3,1,1,3,7,3,3,1,0,7
40872,2018,2,2,0.0,77,1,1,1,7,0,0,6,2,4,1,0,2018,3,2,0,2021,2,10,5,2,0,4,0,5,4,3,1,0,0
40873,2019,2,2,0.0,77,1,1,0,6,1,0,6,2,4,1,0,2019,3,2,0,2019,2,4,6,3,6,4,0,5,4,3,0,0,9
40874,2020,0,1,0.0,134,1,0,0,2,0,0,6,2,0,1,0,2020,3,3,1,2021,2,7,4,3,0,4,0,7,2,2,0,0,9
40875,2015,0,0,0.0,134,1,0,3,7,0,0,6,7,0,7,0,2017,3,6,0,2021,2,7,4,5,1,4,0,7,2,2,2,0,9
40876,2015,0,2,0.0,134,1,1,2,0,1,0,6,2,0,7,0,2017,3,2,0,2021,2,6,5,5,1,0,0,0,2,2,1,0,5
40877,2019,0,1,0.0,134,1,1,1,6,0,0,6,4,0,1,0,2020,3,3,0,2021,2,7,4,3,0,4,0,7,4,2,1,0,9
40878,2015,2,2,0.0,132,3,0,3,3,1,0,6,1,3,1,0,2011,3,3,0,2021,2,5,5,1,6,0,0,0,3,3,0,0,0
40879,2014,2,2,4.31,145,1,2,0,4,1,0,6,2,1,1,0,2014,3,2,0,2021,2,0,1,1,1,1,1,0,3,3,1,0,2
40880,2015,2,2,1.86,115,1,2,0,0,1,1,6,4,3,7,0,2017,3,6,0,2021,2,6,1,5,1,1,1,0,2,3,2,0,9
40881,2016,0,1,0.0,134,1,1,2,3,0,0,6,2,0,4,0,2016,3,3,0,2021,2,7,4,3,1,4,0,7,2,2,1,0,9
40882,2016,0,2,0.0,134,1,2,0,2,0,0,6,1,0,1,0,2016,3,4,0,2021,2,7,4,3,6,1,0,0,2,2,1,0,9
40883,2015,2,0,5.93,101,0,2,0,3,0,0,6,7,3,7,0,2017,3,6,0,2021,2,6,5,5,6,1,1,4,2,6,0,0,2
40884,2015,2,0,1.71,0,0,2,0,7,1,0,6,2,4,7,0,2017,1,2,0,2021,2,6,0,5,1,1,1,4,2,3,1,0,2
40885,2015,1,2,6.54,90,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,10,4,5,3,2,2,6,1,3,3,0,3
40886,2015,2,2,0.0,61,2,2,1,7,0,0,6,2,3,5,2,2017,5,7,0,2023,3,6,5,5,3,2,0,6,1,3,3,0,9
40887,2015,2,2,7.48,115,3,2,1,7,0,1,6,2,1,5,2,2017,5,7,0,2022,3,0,5,5,3,2,1,6,1,3,3,0,9
40888,2012,2,2,0.0,111,3,1,0,7,0,0,6,2,4,7,0,2017,2,2,0,2020,2,6,5,5,1,4,0,5,2,3,1,0,7
40889,2018,2,2,0.0,44,3,1,0,3,1,0,7,2,1,1,0,2022,3,3,0,2021,2,5,6,3,1,4,0,3,2,3,0,0,0
40890,2015,0,2,0.0,134,1,1,3,7,1,0,6,2,0,7,0,2017,3,6,0,2021,2,7,4,5,6,4,0,5,2,2,2,0,7
40891,2019,2,1,0.0,2,1,1,1,6,0,0,6,3,4,1,0,2019,3,2,0,2019,2,7,6,3,1,4,0,4,4,3,2,0,5
40892,2015,0,2,0.0,134,1,0,0,7,1,0,6,3,0,1,0,2015,3,1,0,2021,2,7,4,3,0,4,0,0,4,2,0,0,7
40893,2017,2,1,0.0,101,1,0,2,4,0,0,6,4,4,7,0,2017,2,3,0,2021,2,6,5,5,1,4,0,7,2,3,1,0,0
40894,2015,2,1,0.0,16,1,2,4,7,1,0,6,4,4,1,0,2016,3,0,0,2021,2,7,6,3,0,1,0,4,3,3,2,0,9
40895,2017,0,0,0.0,134,1,2,0,6,0,0,6,2,0,1,0,2021,2,3,0,2021,2,7,4,2,6,1,0,4,3,2,1,0,9
40896,2018,2,1,0.0,143,3,0,0,6,1,1,6,3,4,7,0,2017,3,3,0,2021,2,6,5,5,6,0,0,7,2,3,1,0,5
40897,2019,0,1,0.0,7,1,0,0,2,0,0,6,2,4,1,0,2019,3,2,0,2020,2,10,5,3,1,4,0,7,2,3,1,0,9
40898,2017,0,2,0.0,134,1,1,1,7,0,0,6,5,0,7,0,2017,3,2,0,2021,2,7,4,5,6,4,0,5,2,2,1,0,9
40899,2016,0,2,0.0,134,1,2,0,3,0,0,6,3,0,1,0,2016,1,2,0,2021,2,7,4,3,0,1,0,5,2,2,1,0,9
40900,2015,0,2,12.3,54,1,2,1,7,1,0,6,2,4,5,2,2017,5,7,0,2023,3,10,6,5,3,2,1,6,1,3,3,0,9
40901,2012,2,0,10.37,68,0,2,0,0,1,0,7,1,1,1,0,2012,3,2,0,2021,2,0,4,3,1,1,1,4,2,6,1,0,0
40902,2020,0,2,0.0,134,1,0,0,6,0,0,6,2,0,1,0,2021,2,6,0,2021,2,7,4,3,1,4,0,5,2,2,1,0,9
40903,2012,0,2,7.87,134,1,2,0,0,0,0,6,1,0,7,0,2017,3,6,0,2021,0,7,4,5,1,1,5,0,2,2,0,0,9
40904,2015,0,2,0.0,134,1,1,2,3,0,0,6,2,0,1,0,2015,3,2,0,2021,2,7,4,3,0,4,0,5,3,2,1,0,7
40905,2016,2,2,8.24,52,1,2,0,4,1,1,2,2,4,1,0,2016,3,2,0,2016,2,0,3,3,1,1,1,0,2,3,1,0,9
40906,2017,0,2,0.0,134,1,1,2,7,0,0,6,4,0,7,0,2017,3,2,0,2021,2,7,4,5,1,4,0,5,2,2,1,0,9
40907,2015,0,0,0.0,134,1,2,0,3,0,0,6,1,0,7,0,2017,3,6,0,2021,2,7,4,5,4,1,0,4,2,2,2,0,7
40908,2017,0,1,0.0,134,1,1,0,6,0,0,6,1,0,7,0,2017,3,2,0,2021,0,7,4,5,1,0,0,4,2,2,1,0,9
40909,2018,0,0,0.0,134,1,2,0,6,0,0,6,4,0,1,0,2023,3,3,0,2021,2,7,4,3,6,1,0,4,2,2,1,0,9
40910,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,0,5
40911,2015,2,2,0.0,16,1,2,1,7,0,0,6,2,4,5,2,2017,5,7,0,2021,3,10,5,5,3,2,0,6,1,2,3,0,9
40912,2015,1,2,0.0,0,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,5,5,3,2,0,6,1,3,3,0,9
40913,2017,0,2,0.0,134,1,1,1,7,0,0,6,1,0,1,0,2016,3,2,0,2021,2,7,4,3,0,4,0,5,3,2,0,0,7
40914,2018,0,2,0.0,105,1,1,2,6,1,0,6,2,0,1,0,2018,3,6,0,2020,2,7,4,3,1,4,0,0,4,2,2,0,7
40915,2015,0,0,2.13,115,0,2,0,7,1,1,6,5,4,1,1,2015,3,2,0,2021,2,0,5,3,1,1,6,4,3,3,1,0,2
40916,2015,0,0,6.29,134,1,0,2,7,1,0,6,2,0,7,0,2017,3,6,0,2021,2,7,4,5,1,4,1,4,2,2,0,0,7
40917,2015,2,2,6.79,115,3,2,1,7,0,1,9,2,4,5,2,2017,5,7,0,2022,3,10,4,5,3,2,4,6,1,3,3,0,9
40918,2016,2,0,4.35,0,0,2,0,7,1,1,6,2,1,1,1,2016,2,1,0,2021,0,0,5,2,1,1,1,4,3,3,1,0,2
40919,2014,0,2,0.0,134,1,1,0,7,0,0,6,2,0,7,0,2017,1,4,0,2021,2,7,4,5,1,0,0,5,2,2,1,0,9
40920,2015,2,2,0.0,145,1,2,0,6,0,0,6,3,4,1,0,2018,2,3,0,2021,2,0,1,2,0,1,0,0,3,3,1,0,9
40921,2018,2,0,0.0,100,0,1,0,6,1,0,9,3,4,7,0,2017,3,4,0,2021,2,7,0,5,1,0,0,4,2,2,2,0,5
40922,2015,0,0,0.0,134,1,1,3,6,0,0,6,3,0,1,0,2015,3,2,0,2021,2,7,4,3,1,4,0,4,4,2,1,0,7
40923,2014,0,1,0.0,10,1,2,0,7,1,0,6,1,0,1,0,2014,3,2,0,2021,2,1,6,3,0,1,0,7,4,2,1,0,7
40924,2015,2,0,97.1,56,0,0,2,7,1,0,6,3,4,7,1,2017,3,6,0,2021,2,6,5,5,6,4,1,4,2,3,1,0,9
40925,2012,0,2,0.0,134,1,1,3,6,1,0,6,2,0,7,0,2017,3,2,0,2021,2,7,4,5,1,4,0,5,2,2,1,0,7
40926,2018,0,2,0.0,134,1,1,3,2,0,0,6,2,0,1,0,2018,3,3,0,2021,2,7,4,3,1,4,0,5,3,2,1,0,8
40927,2014,2,2,0.0,111,1,2,0,6,0,0,6,1,2,7,0,2017,3,2,0,2021,2,0,5,2,6,1,0,5,2,3,1,0,0
40928,2017,0,0,0.0,134,1,2,0,6,0,0,6,2,0,1,0,2022,3,3,0,2021,2,7,4,3,6,1,0,4,3,2,0,0,9
40929,2015,0,0,0.0,134,1,2,0,2,0,0,6,4,0,1,0,2022,3,3,0,2021,2,7,4,3,1,1,0,4,2,2,2,0,9
40930,2016,2,0,5.81,90,1,1,0,3,1,0,6,2,4,1,0,2019,3,3,0,2019,2,0,1,3,1,4,2,7,2,3,2,0,9
40931,2015,1,2,0.0,115,1,1,3,6,0,0,6,2,4,7,1,2017,3,2,0,2021,2,6,5,5,1,4,0,5,2,3,1,0,3
40932,2017,0,0,0.0,134,1,1,0,7,0,0,6,2,0,1,0,2019,3,6,0,2021,2,7,4,3,0,0,0,4,3,2,0,0,9
40933,2015,2,2,0.0,0,3,1,0,7,1,0,9,2,4,4,1,2015,3,2,0,2021,0,0,1,2,2,4,0,0,4,3,0,0,2
40934,2015,0,2,0.0,134,1,2,2,6,1,0,6,3,0,1,0,2023,3,1,0,2021,2,7,4,3,1,1,0,5,2,2,1,0,7
40935,2017,2,2,0.0,143,1,1,0,7,1,0,6,3,4,7,0,2017,3,1,0,2022,2,6,6,5,6,4,0,3,2,3,2,0,7
40936,2017,2,1,0.0,8,2,1,1,4,0,0,6,4,4,1,0,2017,3,2,0,2020,2,4,6,3,6,4,0,7,3,3,0,0,7
40937,2018,2,1,6.23,16,1,1,2,7,1,0,6,3,4,1,0,2018,3,3,0,2018,2,7,5,3,0,4,3,4,3,3,1,0,9
40938,2016,0,2,0.0,0,1,2,0,2,1,0,6,2,0,1,0,2016,2,2,0,2023,2,0,5,2,1,1,0,5,2,2,2,0,4
40939,2015,2,0,0.0,0,1,2,0,0,1,0,3,1,2,1,1,2015,3,6,0,2023,2,0,1,3,1,1,0,4,3,3,2,0,0
40940,2015,2,0,0.0,124,0,2,2,7,1,0,6,3,4,1,0,2020,3,1,0,2022,2,10,6,3,6,1,0,4,3,2,0,0,5
40941,2017,0,1,0.0,134,1,1,2,6,0,0,6,7,0,7,0,2017,3,3,0,2021,2,7,4,5,1,4,0,7,2,2,1,0,9
40942,2015,2,0,0.0,0,0,2,0,6,0,0,6,4,4,1,0,2015,3,2,0,2021,2,0,0,3,1,1,0,4,3,3,0,0,3
40943,2015,0,0,0.0,134,1,2,0,4,0,0,6,2,0,1,0,2022,3,2,0,2021,2,7,4,3,1,1,0,4,3,2,1,0,9
40944,2017,0,2,0.0,47,1,2,0,2,0,0,6,3,0,1,1,2017,3,2,0,2021,2,0,4,2,1,1,0,0,3,2,1,0,7
40945,2015,2,0,9.42,0,0,2,0,6,1,1,6,3,4,1,0,2016,3,2,0,2021,2,0,6,3,1,1,4,4,4,3,1,0,9
40946,2017,0,2,0.0,134,1,1,8,6,0,0,6,2,0,1,0,2017,3,1,0,2021,0,7,4,3,0,4,0,5,3,2,1,0,9
40947,2016,2,0,0.0,0,1,2,0,0,1,0,6,1,0,1,0,2019,3,2,0,2019,2,7,0,3,6,1,0,4,3,3,1,0,9
40948,2015,0,2,0.0,134,1,1,2,6,0,0,6,2,0,7,1,2017,3,2,0,2021,2,7,4,5,1,4,0,3,2,2,1,0,9
40949,2015,2,2,3.58,115,1,1,2,7,1,1,7,3,4,7,0,2017,3,2,0,2021,2,6,5,5,1,4,6,5,2,3,0,0,9
40950,2015,2,2,0.0,0,1,0,1,6,1,0,6,3,4,1,1,2016,3,6,0,2023,2,0,5,3,1,4,0,5,3,3,1,0,0
40951,2018,2,2,0.0,2,1,1,2,6,0,0,6,3,4,1,0,2018,3,2,0,2018,2,10,5,3,0,4,0,5,4,3,1,0,0
40952,2015,2,2,6.64,115,1,2,0,7,1,0,6,1,0,1,1,2018,3,1,0,2021,2,0,1,1,1,1,4,0,3,3,0,0,9
40953,2015,0,0,0.0,134,1,1,2,7,0,0,6,2,0,1,0,2015,3,2,0,2021,2,7,4,3,1,4,0,4,3,2,1,0,9
40954,2018,0,1,0.0,134,1,2,0,0,1,0,6,1,0,1,0,2023,3,4,0,2021,2,7,4,3,6,1,0,7,2,2,1,0,7
40955,2015,2,2,35.0,0,1,2,0,6,1,1,6,3,4,7,1,2017,1,2,0,2021,2,6,5,5,1,1,11,5,2,3,1,0,2
40956,2015,0,2,0.0,115,1,1,2,7,1,0,6,3,4,7,1,2017,2,2,0,2023,2,6,5,5,6,4,0,5,2,2,1,0,4
40957,2015,2,2,0.0,30,1,2,0,6,1,0,7,2,4,1,1,2015,3,1,0,2023,2,0,5,3,6,1,0,5,4,3,1,0,3
40958,2016,2,2,18.52,16,1,1,4,7,0,0,6,5,4,7,0,2017,3,5,0,2021,2,6,1,5,1,4,62,0,2,3,1,0,7
40959,2014,0,2,7.19,134,1,2,4,2,1,0,6,2,0,1,0,2020,3,2,0,2021,2,7,4,2,6,1,1,5,2,2,1,0,9
40960,2015,0,2,0.0,134,1,1,2,7,1,0,6,2,0,7,0,2017,2,2,1,2021,2,7,4,5,1,4,0,5,2,2,1,0,7
40961,2016,0,2,7.84,134,1,1,2,6,0,0,6,2,0,1,0,2016,3,2,0,2021,2,7,4,3,1,4,6,5,3,2,1,0,9
40962,2015,2,2,4.95,30,3,2,0,4,1,1,7,3,4,1,0,2016,3,1,0,2022,2,0,1,3,1,1,3,0,3,3,0,0,0
40963,2019,0,1,0.0,134,1,1,0,6,0,0,6,7,0,1,0,2019,3,3,0,2021,2,7,4,3,6,4,0,7,4,2,0,0,7
40964,2017,2,2,0.0,30,1,2,1,6,1,0,6,3,4,1,0,2017,3,1,0,2022,2,0,5,3,1,1,0,5,3,3,1,0,5
40965,2019,0,2,0.0,134,1,1,2,6,1,0,6,3,0,1,0,2019,3,6,0,2021,2,7,4,3,6,0,0,0,4,2,2,0,9
40966,2015,2,2,0.0,0,3,1,4,2,0,0,7,2,4,1,0,2018,3,4,0,2022,2,0,5,3,6,4,0,5,2,3,1,0,7
40967,2016,0,2,0.0,134,1,2,0,3,0,0,6,3,0,1,1,2018,3,6,0,2021,2,7,4,3,1,1,0,0,3,2,0,0,7
40968,2015,0,2,0.0,134,1,2,0,7,1,0,6,2,0,1,0,2021,3,6,0,2021,2,7,4,3,6,1,0,0,2,2,0,0,3
