ID,Einreisejahr,receives_support_from_job_center,job_qualification_ger,Average_Time_Spent_Minutes,Nationalit_t,completed_job_training,Deutscher_Ehepartner,Kinder,Rente,availability,sales,phone_problems_with_immigration_authorities,net_income_second_check,Arbeitsvertrag,right_of_residence,valid_national_passport_(country_of_origin),acquired_right_of_residence,already_applying_for_naturalization,phone_language_certificate.1,Email_Opt_Out,phone_temporary_right_of_residence_since,receives_support_from_job_center_check,residence_permit,Integrationsnachweis,application_permanent_right_of_residence,Was_wollen_Sie,Wie_ist_ihr_aktueller_Familienstand,Days_Visited,graduation,requirements_fulfilled_for,Vorstrafe,Integrationstest,Highest_Test_Attempted,Highest_Attempt_Outcome
2361,2015,0,2,5.97,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,8
2362,2013,2,1,3.49,47,2,1,2,6,0,0,0,3,4,1,2,2015,2,3,0,2022,0,10,4,2,6,4,1,7,3,3,1,3,1
2363,2015,1,2,4.03,47,1,2,0,0,1,0,6,1,2,1,1,2015,2,4,0,2020,2,0,4,3,1,1,2,3,3,3,1,3,5
2364,2015,0,2,18.57,134,1,2,1,7,0,0,9,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,3,3,2,7
2365,2015,0,2,11.43,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,9
2366,2015,0,2,4.37,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
2367,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
2368,2015,0,2,15.03,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2369,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2016,3,7,4,5,3,2,0,6,1,3,3,2,0
2370,2015,2,2,44.98,134,1,2,1,7,0,1,2,2,0,5,2,2017,5,7,0,2019,3,4,4,5,3,2,3,6,1,3,3,2,2
2371,2015,2,2,7.8,134,1,2,1,7,0,1,1,2,0,5,2,2017,5,7,0,2016,3,4,4,5,3,2,2,6,1,3,3,2,2
2372,2015,0,2,5.38,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2373,2015,0,2,4.85,134,1,1,2,7,1,0,5,3,0,7,0,2017,2,2,0,2021,2,12,4,5,1,4,1,5,2,3,1,3,0
2374,2015,2,2,5.67,134,1,2,1,7,1,0,1,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,4,6,1,3,3,2,0
2375,2015,0,2,3.55,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,4,4,5,3,2,2,6,1,2,3,2,3
2376,2015,2,2,2.3,134,1,2,1,7,1,0,7,2,0,5,2,2017,5,7,0,2016,3,1,4,5,3,2,2,6,1,3,3,2,7
2377,2015,0,2,4.29,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2378,2015,0,2,13.04,134,1,2,1,7,1,0,0,2,0,5,2,2017,5,7,0,2016,3,7,4,5,3,2,2,6,1,3,3,2,0
2379,2015,2,2,0.0,134,1,2,1,7,0,0,1,2,0,5,2,2017,5,7,0,2021,3,13,4,5,3,2,0,6,1,3,3,2,2
2380,2015,2,2,5.23,134,1,2,1,7,1,0,9,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,3,6,1,3,3,2,2
2381,2015,0,2,8.45,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,3,3,2,7
2382,2015,0,2,23.99,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,7
2383,2015,2,0,12.69,46,0,2,0,3,0,1,1,3,1,1,2,2017,3,3,0,2016,2,0,4,3,6,1,1,4,2,3,0,3,9
2384,2015,0,2,17.77,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2385,2015,0,2,5.98,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
2386,2015,0,2,1.94,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
2387,2015,0,2,5.82,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
2388,2015,2,2,15.06,134,1,2,1,7,1,0,0,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,13,6,1,3,3,2,0
2389,2015,0,2,5.82,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,3,6,1,2,3,2,9
2390,2015,0,2,6.61,134,1,2,1,7,0,0,9,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,3,3,2,7
2391,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,8
2392,2015,0,2,69.33,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,3
2393,2015,2,2,4.2,111,1,2,1,7,1,1,6,2,0,5,2,2017,5,7,0,2021,3,0,4,5,3,2,5,6,1,3,3,2,8
2394,2015,0,2,22.85,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,3
2395,2015,1,2,9.96,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,7,6,1,3,3,2,2
2396,2015,0,2,5.05,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,4,6,1,2,3,2,9
2397,2015,2,2,4.29,134,1,2,1,7,0,0,9,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,1,6,1,3,3,2,5
2398,2015,0,2,3.04,134,1,2,1,7,1,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,3,3,2,0
2399,2015,0,2,3.55,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2400,2015,0,2,14.96,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2401,2015,2,2,4.27,115,3,2,0,7,1,1,6,3,4,7,1,2017,3,1,0,2021,2,6,4,5,1,1,1,5,2,3,1,3,2
2402,2015,2,2,2.66,134,1,2,1,7,0,0,2,2,0,5,2,2017,5,7,0,2016,3,7,4,5,3,2,2,6,1,3,3,2,7
2403,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,3,3,2,4
2404,2014,2,2,9.29,30,0,2,2,7,0,1,9,3,4,1,2,2014,3,2,0,2022,2,0,4,1,1,1,1,5,3,3,1,4,5
2405,2015,0,2,0.0,134,1,2,1,7,0,0,9,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,3,3,2,3
2406,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,8
2407,2015,0,2,11.29,134,1,2,1,7,0,1,9,2,0,5,2,2017,5,7,0,2017,3,10,4,5,3,2,12,6,1,3,3,2,0
2408,2013,0,2,30.34,134,1,1,1,7,0,0,6,3,0,7,2,2017,1,2,0,2021,2,7,4,5,1,4,1,5,2,2,0,2,9
2409,2015,0,2,2.94,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2410,2015,0,2,3.5,134,1,2,1,7,0,0,3,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,3,3,2,7
2411,2015,0,2,3.08,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,9
2412,2015,0,2,25.39,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,7
2413,2015,2,2,7.4,134,1,2,1,7,1,1,1,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,2,6,1,2,3,2,0
2414,2015,2,2,6.53,115,3,2,1,7,0,0,9,2,2,5,2,2017,5,7,0,2019,3,0,4,5,3,2,1,6,1,3,3,3,7
2415,2015,2,2,4.16,145,1,2,0,3,1,0,6,1,4,7,2,2017,3,2,0,2021,2,10,4,5,2,1,1,0,2,3,1,4,0
2416,2015,0,2,12.64,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,4,6,1,2,3,2,5
2417,2015,0,2,4.74,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
2418,2015,0,2,29.36,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,14,6,1,2,3,2,9
2419,2015,0,2,12.63,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2016,3,12,4,5,3,2,3,6,1,2,3,2,7
2420,2015,2,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,7
2421,2014,1,0,5.93,134,1,2,0,4,1,0,6,1,0,1,1,2014,3,2,0,2021,2,12,4,3,1,1,2,4,2,2,1,3,7
2422,2015,2,2,210.82,134,1,2,1,7,0,1,1,2,0,5,2,2017,5,7,0,2016,3,4,4,5,3,2,4,6,1,3,3,2,2
2423,2015,0,2,4.04,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,2,6,1,2,3,2,9
2424,2015,0,2,0.0,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
2425,2015,1,2,2.66,2,3,2,1,7,0,0,9,2,4,5,2,2017,5,7,0,2016,3,10,4,5,3,2,2,6,1,3,3,4,7
2426,2015,0,2,8.68,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2427,2015,0,2,5.74,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
2428,2015,0,2,6.96,134,1,2,1,7,0,0,0,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
2429,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
2430,2015,0,2,37.23,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,8
2431,2014,2,2,6.59,10,1,2,0,6,0,1,3,4,4,7,1,2017,2,1,0,2022,3,10,4,5,6,1,1,5,2,3,1,3,7
2432,2014,2,0,5.55,30,0,1,2,7,0,0,3,2,4,1,2,2014,3,2,0,2021,2,0,4,3,6,0,5,4,3,3,1,3,7
2433,2015,2,2,18.38,134,1,2,1,7,0,0,1,2,0,5,2,2017,5,7,0,2021,3,11,4,5,3,2,1,6,1,3,3,2,0
2434,2015,1,2,3.48,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,3,6,1,3,3,2,7
2435,2015,0,2,31.71,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2436,2015,0,2,2.79,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,2,6,1,2,3,2,7
2437,2015,0,2,3.47,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2438,2015,2,2,9.53,134,1,2,1,7,0,0,1,2,0,5,2,2017,5,7,0,2021,3,4,4,5,3,2,4,6,1,3,3,2,2
2439,2015,2,2,5.15,134,1,2,1,7,0,1,1,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,6,6,1,3,3,2,0
2440,2015,0,2,3.59,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2441,2015,2,2,2.25,134,1,2,1,7,1,1,2,2,0,5,2,2017,5,7,0,2021,3,4,4,5,3,2,6,6,1,3,3,2,0
2442,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
2443,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
2444,2015,2,2,2.86,134,1,2,1,7,0,0,7,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,3,3,2,7
2445,2015,1,2,9.19,134,1,2,1,7,0,0,7,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,3,3,2,7
2446,2015,2,2,7.84,134,1,2,1,7,0,0,2,2,0,5,2,2017,5,7,0,2021,3,2,4,5,3,2,3,6,1,3,3,2,2
2447,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
2448,2015,0,2,31.5,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2449,2015,0,0,13.43,134,1,0,0,2,1,0,6,3,0,1,0,2015,3,2,0,2021,2,7,4,3,6,0,3,4,3,2,1,3,7
2450,2015,0,2,7.76,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,7
2451,2015,2,1,88.94,2,2,1,3,7,0,0,9,3,1,1,2,2012,3,2,0,2021,2,0,4,1,6,4,2,7,3,3,1,3,7
2452,2015,2,2,5.03,134,1,2,1,7,1,0,3,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,1,6,1,3,3,2,7
2453,2015,2,2,6.61,134,1,2,1,7,0,1,6,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,2,6,1,3,3,2,5
2454,2015,0,2,6.56,134,1,2,1,7,1,0,9,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,2,6,1,3,3,2,2
2455,2015,2,2,2.12,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,1,6,1,3,3,2,0
2456,2015,2,2,12.24,47,3,2,0,4,0,0,4,1,4,1,0,2011,3,6,0,2021,2,0,6,3,1,1,1,0,3,7,2,3,7
2457,2015,0,2,45.12,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2458,2016,2,1,3.54,16,0,1,3,7,1,0,7,4,4,7,0,2017,3,3,0,2021,3,6,5,5,1,4,1,4,2,3,1,3,7
2459,2015,0,2,8.64,134,1,2,1,7,0,0,6,2,4,5,2,2017,5,7,0,2016,3,10,4,5,3,2,3,6,1,3,3,2,7
2460,2015,2,2,1.61,134,1,2,1,7,0,0,1,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,3,3,2,3
2461,2015,0,2,5.04,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,6,6,1,2,3,2,8
2462,2015,0,2,5.81,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,9
2463,2015,2,2,5.9,134,1,2,1,7,0,0,0,2,0,5,2,2017,5,7,0,2015,3,12,4,5,3,2,1,6,1,3,3,2,5
2464,2015,2,2,3.98,2,3,2,1,7,0,0,7,2,4,5,2,2017,5,7,0,2017,3,4,4,5,3,2,1,6,1,3,3,2,0
2465,2015,0,2,5.82,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2466,2015,2,2,28.86,134,1,2,1,7,0,1,1,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,3,6,1,3,3,2,0
2467,2015,0,2,12.86,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2468,2015,0,2,4.52,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2469,2015,0,2,6.77,134,1,2,1,7,0,0,9,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,3,3,2,7
2470,2015,0,2,24.46,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,7
2471,2015,0,2,99.02,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,9
2472,2015,0,2,5.33,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,6,6,1,2,3,2,9
2473,2015,0,2,14.62,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2474,2015,2,2,8.64,134,1,2,1,7,0,1,6,2,0,5,2,2017,5,7,0,2016,3,10,4,5,3,2,24,6,1,3,3,2,0
2475,2015,0,2,8.95,134,1,2,1,7,1,0,7,2,0,5,2,2017,5,7,0,2021,3,4,4,5,3,2,2,6,1,2,3,2,5
2476,2015,0,2,6.61,134,1,2,1,7,1,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,3,6,1,2,3,2,9
2477,2015,2,2,13.6,115,3,2,1,7,0,1,7,2,1,5,2,2017,5,7,0,2021,3,0,4,5,3,2,1,6,1,3,3,2,0
2478,2015,0,2,17.56,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
2479,2015,2,2,6.32,134,1,2,1,7,1,1,7,2,0,5,2,2017,5,7,1,2016,3,4,4,5,3,2,2,6,1,3,3,2,0
2480,2015,0,2,75.08,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,6,6,1,2,3,2,9
2481,2015,2,2,7.88,134,1,2,1,7,0,0,8,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,5,6,1,3,3,2,0
2482,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
2483,2015,0,2,5.38,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,13,6,1,2,3,2,7
2484,2015,2,2,57.81,134,1,2,1,7,0,0,1,2,0,5,2,2017,5,7,0,2016,3,13,4,5,3,2,1,6,1,3,3,2,0
2485,2015,2,2,10.24,134,1,2,1,7,0,1,1,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,11,6,1,3,3,2,0
2486,2015,2,2,6.73,134,1,2,1,7,0,0,7,2,0,5,2,2017,5,7,0,2021,3,4,4,5,3,2,6,6,1,3,3,2,2
2487,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,3,3,3,7
2488,2015,0,2,20.07,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2489,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
2490,2015,2,2,4.97,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,5,6,1,3,3,2,7
2491,2015,0,2,7.48,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2492,2015,2,2,7.65,134,1,2,1,7,0,0,7,2,0,5,2,2017,5,7,0,2015,3,10,4,5,3,2,5,6,1,3,3,2,5
2493,2015,2,2,14.72,134,1,2,1,7,0,0,7,2,0,5,2,2017,5,7,0,2016,3,4,4,5,3,2,2,6,1,3,3,2,0
2494,2015,2,2,14.37,134,1,2,1,7,0,0,9,2,0,5,2,2017,5,7,0,2021,3,13,4,5,3,2,1,6,1,3,3,2,0
2495,2015,2,2,7.78,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,11,4,5,3,2,2,6,1,2,3,2,7
2496,2016,2,2,3.28,30,3,2,0,0,1,0,6,2,1,1,2,2016,3,2,0,2022,2,0,4,3,6,1,5,0,2,3,2,3,3
2497,2016,0,1,8.21,134,1,2,0,7,0,0,6,4,0,7,0,2017,3,4,1,2021,3,7,4,5,6,1,2,4,2,2,1,3,9
2498,2015,0,2,12.63,134,1,2,1,7,1,1,6,2,0,5,2,2017,5,7,0,2021,3,4,4,5,3,2,5,6,1,2,3,2,0
2499,2015,0,2,7.83,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,8
2500,2016,0,0,3.2,134,1,1,1,7,0,0,6,5,0,7,0,2017,3,3,0,2021,2,7,4,5,1,4,1,4,2,2,0,3,9
2501,2015,2,2,1.87,80,0,2,1,7,0,1,6,2,4,5,2,2017,5,7,0,2021,3,10,4,5,3,2,2,6,1,7,3,2,2
2502,2015,0,2,3.59,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2503,2016,1,0,5.4,90,0,2,0,4,0,0,6,2,1,1,1,2016,3,3,0,2021,2,0,4,3,1,1,10,4,3,6,0,4,7
2504,2015,2,2,4.74,105,0,2,1,7,0,1,3,2,1,5,2,2017,5,7,0,2021,3,10,4,5,3,2,1,6,1,3,3,2,0
2505,2015,2,2,8.08,134,1,2,1,7,0,0,4,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,1,6,1,3,3,2,0
2506,2017,2,0,10.94,0,0,2,0,0,1,1,6,3,4,7,1,2017,3,2,0,2021,2,6,1,5,1,1,6,4,2,6,0,4,2
2507,2015,0,2,2.51,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,9
2508,2015,0,2,41.17,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
2509,2015,2,2,20.15,111,3,2,0,3,1,0,4,4,4,7,0,2017,2,3,0,2021,3,10,5,5,1,1,5,0,2,3,1,3,7
2510,2014,2,0,21.05,87,0,2,1,7,0,1,7,3,0,1,2,2017,3,3,0,2017,2,10,4,2,6,1,3,4,3,3,1,3,0
2511,2015,2,1,2.76,0,0,1,0,7,0,1,0,3,4,7,2,2016,3,2,1,2020,0,0,4,2,0,4,3,7,2,3,2,3,7
2512,2015,0,2,15.03,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,8
2513,2015,2,2,10.03,134,1,2,1,7,0,0,1,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,1,6,1,3,3,2,0
2514,2015,0,2,5.48,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2515,2015,0,2,0.0,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,0,6,1,2,3,2,9
2516,2015,2,2,13.76,111,1,1,3,4,0,1,7,2,4,7,2,2017,3,2,0,2021,2,10,4,5,1,0,2,5,2,3,1,3,7
2517,2015,0,2,17.19,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,10,4,5,3,2,1,6,1,6,3,2,7
2518,2014,2,0,3.04,30,0,2,3,4,1,1,3,3,4,7,1,2017,3,6,0,2022,2,10,0,5,1,1,5,4,2,3,1,3,7
2519,2015,0,2,5.39,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2520,2015,0,2,4.83,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,9
2521,2015,2,2,47.1,134,1,2,1,7,0,1,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,3,3,2,2
2522,2015,2,2,66.03,134,1,2,1,7,0,0,1,2,0,5,2,2017,5,7,0,2021,3,12,4,5,3,2,3,6,1,3,3,2,0
2523,2016,2,2,7.37,134,1,1,1,7,1,0,0,1,0,1,2,2016,3,2,0,2016,2,4,4,3,6,4,1,5,3,3,1,3,0
2524,2015,2,2,6.57,115,3,2,1,7,0,1,7,2,1,5,2,2017,5,7,0,2022,3,10,4,5,3,2,2,6,1,3,3,2,4
2525,2015,0,2,6.21,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,0
2526,2015,0,2,8.97,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2527,2015,0,2,15.59,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2528,2016,2,2,6.03,115,3,2,0,4,1,0,9,3,4,1,2,2016,2,2,1,2021,2,0,4,1,1,1,3,3,2,3,1,4,7
2529,2015,0,2,28.58,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,5
2530,2015,0,2,22.87,134,1,2,1,7,1,0,6,2,0,5,2,2017,5,7,0,2017,3,10,4,5,3,2,1,6,1,2,3,2,7
2531,2015,0,2,2.46,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,7
2532,2015,0,2,5.48,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,1,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2533,2015,0,2,6.23,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,8
2534,2015,0,2,6.35,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2535,2015,0,2,12.07,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2536,2015,0,2,8.71,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,1,6,1,2,3,2,9
2537,2015,0,2,3.89,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2015,3,7,4,5,3,2,1,6,1,2,3,2,7
2538,2015,2,2,119.75,111,3,2,0,7,0,0,9,2,4,7,1,2017,2,2,0,2021,2,6,5,5,1,1,1,5,2,3,1,4,7
2539,2015,0,2,4.17,134,1,2,1,7,0,0,6,2,0,5,2,2017,5,7,0,2021,3,7,4,5,3,2,2,6,1,2,3,2,8
